vm_pu,va_degree,p_mw,q_mvar
1.02,0.0,-0.10161153656112559,-0.043793903916972625
1.0199877883836093,4.653474264274676e-05,0.0,0.0
1.00455704221759,0.08391902845959548,0.1,0.05
